time,avg_speed,congestion_score,queue_length,throughput,trip_completion,travel_time,waiting_time,ambulance_delay,incident_delay,reroute_count
869,0.764889606232338,0.9354279279279281,89.0,169.0,169.0,335.17543859649123,124.34970720720722,162.25,621.7485360360361,145
870,0.7213660398698087,0.9487612612612614,90.0,170.0,170.0,335.17543859649123,125.29846846846847,163.25,626.4923423423423,150
871,0.6760812417312669,0.9487612612612614,90.0,170.0,170.0,335.04651162790697,126.24722972972972,164.25,631.2361486486486,150
872,0.617271007058102,0.9487612612612614,90.0,170.0,170.0,335.04651162790697,127.195990990991,165.25,635.979954954955,150
873,0.5686874944019508,0.9487612612612614,90.0,170.0,170.0,335.04651162790697,128.14475225225223,166.25,640.7237612612613,150
874,0.5143021887961543,0.9612612612612613,91.0,170.0,170.0,335.04651162790697,129.10601351351352,167.25,645.5300675675676,150
875,0.49161064883699224,0.9612612612612613,91.0,170.0,170.0,335.04651162790697,130.06727477477477,168.25,650.3363738738739,150
876,0.488309870629471,0.961111111111111,90.0,170.0,170.0,335.1965317919075,130.03694444444443,169.25,650.1847222222223,150
877,0.49220793527082873,0.9694444444444444,91.0,171.0,171.0,335.02298850574715,131.0063888888889,170.25,655.0319444444444,150
878,0.4837257993590861,0.9694444444444444,91.0,171.0,171.0,335.02298850574715,131.97583333333333,171.25,659.8791666666666,150
879,0.4869272806127616,0.9694444444444444,91.0,171.0,171.0,335.02298850574715,132.9452777777778,172.25,664.7263888888889,150
880,0.48142670937769844,0.9694444444444444,91.0,172.0,172.0,335.02298850574715,133.91472222222222,173.25,669.5736111111111,150
881,0.48734936126114603,0.9694444444444444,91.0,172.0,172.0,335.02298850574715,134.88416666666666,174.25,674.4208333333333,150
882,0.4825752743181721,0.9694444444444444,91.0,172.0,172.0,335.02298850574715,135.8536111111111,175.25,679.2680555555555,150
883,0.49078802903384594,0.9694444444444444,91.0,172.0,172.0,335.02298850574715,136.82305555555556,176.25,684.1152777777778,150
884,0.47633088634641496,0.9695945945945945,92.0,172.0,172.0,335.02298850574715,137.1150225225225,177.25,685.5751126126127,150
885,0.4992157570450139,0.9641891891891892,91.0,172.0,172.0,335.02298850574715,138.0792117117117,178.25,690.3960585585585,150
886,0.5140346385133328,0.9641891891891892,91.0,172.0,172.0,335.02298850574715,139.0434009009009,179.25,695.2170045045045,150
887,0.46067313645600316,0.9641891891891892,91.0,172.0,172.0,335.02298850574715,140.0075900900901,180.25,700.0379504504505,150
888,0.3581141633165936,0.9641891891891892,91.0,172.0,172.0,335.02298850574715,140.97177927927927,181.25,704.8588963963964,150
889,0.2601969725448702,0.9641891891891892,92.0,172.0,172.0,335.02298850574715,140.1643018018018,182.25,700.821509009009,150
890,0.21856324880699818,0.9449736842105263,92.0,172.0,172.0,335.02298850574715,139.5798947368421,183.25,697.8994736842105,150
891,0.23537973667677664,0.9582368421052632,94.0,173.0,173.0,335.02298850574715,140.53813157894737,184.25,702.6906578947369,150
892,0.2994543954437697,0.9582368421052632,94.0,173.0,173.0,335.02298850574715,141.49636842105264,185.25,707.4818421052631,150
893,0.35725959535184987,0.9662368421052632,96.0,173.0,173.0,335.02298850574715,135.01260526315792,149.0,675.0630263157894,150
894,0.49928127223985824,0.9262368421052631,95.0,173.0,173.0,335.02298850574715,135.93884210526318,149.8,679.6942105263158,150
895,0.6316383423161098,0.9262368421052631,95.0,173.0,173.0,335.02298850574715,136.86507894736843,150.6,684.3253947368421,150
896,0.7208112750797675,0.9262368421052631,95.0,173.0,173.0,334.86285714285714,137.79131578947369,151.4,688.9565789473684,150
897,0.8030338291714273,0.9262368421052631,95.0,174.0,174.0,334.86285714285714,138.71755263157894,152.2,693.5877631578948,150
898,0.8810431038869293,0.9262368421052631,95.0,174.0,174.0,334.86285714285714,139.6437894736842,153.0,698.218947368421,150
899,0.9015447030879331,0.9262368421052631,95.0,175.0,175.0,334.6761363636364,140.57002631578948,153.8,702.8501315789474,150
900,0.9171064485812535,0.9262368421052631,95.0,175.0,175.0,334.6761363636364,141.49626315789473,154.6,707.4813157894737,155
901,0.8915167090091114,0.9262368421052631,95.0,175.0,175.0,334.6761363636364,142.42249999999999,155.4,712.1125,155
902,0.9081936904000681,0.9269871794871796,97.0,176.0,176.0,334.6761363636364,141.76435897435897,156.2,708.8217948717949,155
903,0.9309851256817641,0.9133333333333333,94.0,176.0,176.0,334.6214689265537,140.61185897435897,157.0,703.0592948717949,155
904,0.930142235640863,0.9,93.0,176.0,176.0,334.46067415730334,139.81852564102564,157.8,699.0926282051282,155
905,0.9415450276844958,0.9,93.0,176.0,176.0,334.46067415730334,140.71852564102565,158.6,703.5926282051282,155
906,1.0039381844161177,0.8925641025641025,93.0,177.0,177.0,334.46067415730334,140.8294230769231,159.4,704.1471153846154,155
907,0.8590103401822686,0.8875641025641027,92.0,178.0,178.0,334.46067415730334,141.71698717948718,160.2,708.5849358974359,155
908,0.7271008596483519,0.8875641025641027,92.0,178.0,178.0,334.46067415730334,142.6045512820513,161.0,713.0227564102564,155
909,0.610837594805665,0.8875641025641027,92.0,178.0,178.0,334.46067415730334,143.49211538461537,161.8,717.4605769230769,155
910,0.5645206636569264,0.9476666666666667,94.0,178.0,178.0,334.46067415730334,145.37116666666665,162.8,726.8558333333333,155
911,0.5203510356532093,0.9476666666666667,94.0,178.0,178.0,334.46067415730334,146.31883333333332,163.8,731.5941666666668,155
912,0.4967078108056892,0.9476666666666667,94.0,178.0,178.0,334.39106145251395,147.2665,164.8,736.3325,155
913,0.4540128624746024,0.9476666666666667,94.0,179.0,179.0,334.6166666666667,148.21416666666667,165.8,741.0708333333333,155
914,0.46614329286015554,0.9476666666666667,94.0,180.0,180.0,334.6166666666667,149.16183333333333,166.8,745.8091666666667,155
915,0.4640229278029625,0.9476666666666667,94.0,180.0,180.0,334.5524861878453,150.1095,167.8,750.5475,155
916,0.47110576781910274,0.961923076923077,96.0,180.0,180.0,334.3901098901099,150.09173076923076,168.8,750.4586538461539,155
917,0.48803883563090844,0.9542307692307693,95.0,180.0,180.0,334.3901098901099,151.04596153846154,169.8,755.2298076923078,155
918,0.5058469413494358,0.9542307692307693,95.0,180.0,180.0,334.3901098901099,152.00019230769232,170.8,760.0009615384615,155
919,0.5543296261403395,0.9542307692307693,95.0,180.0,180.0,334.30054644808746,152.9544230769231,171.8,764.7721153846154,155
920,0.5442604175710677,0.9542307692307693,95.0,181.0,181.0,334.17934782608694,153.90865384615387,172.8,769.5432692307693,155
921,0.5173248110209452,0.9542307692307693,95.0,183.0,183.0,334.0,154.86288461538462,173.8,774.314423076923,155
922,0.5114664332036394,0.9542307692307693,95.0,183.0,183.0,334.0,155.8171153846154,174.8,779.0855769230769,155
923,0.4864793364839162,0.9545966228893057,96.0,183.0,183.0,333.8225806451613,154.57817542213883,175.8,772.8908771106942,155
924,0.509615378347568,0.9542307692307693,95.0,183.0,183.0,332.0427807486631,156.22057692307692,176.8,781.1028846153846,155
925,0.5157392763318203,0.9542307692307693,95.0,183.0,183.0,332.0427807486631,157.1748076923077,177.8,785.8740384615385,155
926,0.512793244952263,0.961923076923077,96.0,183.0,183.0,332.0427807486631,158.13673076923078,178.8,790.6836538461539,155
927,0.47633728327465763,0.961923076923077,96.0,184.0,184.0,332.0427807486631,159.09865384615384,179.8,795.4932692307692,155
928,0.43755445026126305,0.961923076923077,96.0,184.0,184.0,332.0427807486631,160.0605769230769,180.8,800.3028846153846,155
929,0.4098045679083075,0.961923076923077,95.0,184.0,184.0,331.8936170212766,159.55833333333334,181.8,797.7916666666667,155
930,0.39275493321736804,0.9696153846153847,96.0,184.0,184.0,331.8936170212766,160.52794871794873,182.8,802.6397435897436,160
931,0.38606756712775664,0.9696153846153847,96.0,185.0,185.0,331.8936170212766,161.49756410256413,183.8,807.4878205128205,160
932,0.39264495327787174,0.9696153846153847,96.0,185.0,185.0,331.76719576719574,162.4671794871795,184.8,812.3358974358974,160
933,0.3934360319783611,0.9696153846153847,96.0,185.0,185.0,331.76719576719574,163.43679487179486,185.8,817.1839743589744,160
934,0.3915553794444325,0.9696153846153847,96.0,186.0,186.0,331.76719576719574,164.40641025641025,186.8,822.0320512820513,160
935,0.3943461214149121,0.9696153846153847,96.0,186.0,186.0,331.76719576719574,165.37602564102565,187.8,826.8801282051282,160
936,0.38836145958590973,0.9696153846153847,96.0,186.0,186.0,331.76719576719574,166.34564102564102,188.8,831.7282051282051,160
937,0.3796797058277176,0.9696153846153847,98.0,187.0,187.0,331.76719576719574,162.91692307692307,189.8,814.5846153846154,160
938,0.435883542284058,0.9449812382739212,97.0,187.0,187.0,331.6842105263158,163.10568480300188,190.8,815.5284240150094,160
939,0.5066319488080189,0.9401031894934334,96.0,188.0,188.0,331.6842105263158,164.0457879924953,191.8,820.2289399624765,160
940,0.5712896314567635,0.9401031894934334,96.0,188.0,188.0,331.6842105263158,164.98589118198873,192.8,824.9294559099437,160
941,0.6417849523896081,0.9401031894934334,96.0,188.0,188.0,331.5602094240838,165.92599437148218,193.8,829.6299718574109,160
942,0.6206853230589634,0.9446153846153846,96.0,188.0,188.0,331.5602094240838,167.64000000000001,194.8,838.2,160
943,0.6413565238605389,0.9446153846153846,96.0,189.0,189.0,331.5602094240838,168.58461538461538,195.8,842.9230769230769,160
944,0.6650400975419261,0.9446153846153846,96.0,189.0,189.0,331.5602094240838,169.52923076923076,196.8,847.6461538461539,160
945,0.6195599659925894,0.9449812382739212,97.0,191.0,191.0,331.453125,169.68640712945592,197.8,848.4320356472796,160
946,0.6211926981459055,0.9394878048780487,95.0,191.0,191.0,331.63212435233163,169.4120487804878,198.8,847.060243902439,160
947,0.5249149673210397,0.9443658536585365,96.0,191.0,191.0,331.63212435233163,168.81241463414636,199.8,844.0620731707318,160
948,0.43699200672667604,0.9363658536585365,95.0,191.0,191.0,331.63212435233163,169.5727804878049,200.8,847.8639024390244,160
949,0.4785036482307315,0.9355325203252033,94.0,191.0,191.0,331.4742268041237,169.04414634146343,201.8,845.2207317073171,160
950,0.5416272795945296,0.9435325203252033,95.0,191.0,191.0,331.4742268041237,169.98767886178862,202.8,849.9383943089431,160
951,0.5517376901949398,0.9443658536585365,96.0,191.0,191.0,330.4153846153846,168.6103780487805,203.8,843.0518902439024,160
952,0.4446101148117726,0.9523658536585365,97.0,194.0,194.0,330.4153846153846,169.56274390243902,204.8,847.8137195121951,160
953,0.47236004539128185,0.9523658536585365,97.0,194.0,194.0,330.32142857142856,170.51510975609756,205.8,852.5755487804878,160
954,0.33632600361817294,0.9523658536585365,97.0,195.0,195.0,330.32142857142856,171.4674756097561,206.8,857.3373780487805,160
955,0.222493315410439,0.9523658536585365,97.0,195.0,195.0,330.32142857142856,172.41984146341463,207.8,862.0992073170731,160
956,0.19662203392772243,0.977,98.0,195.0,195.0,330.3197969543147,172.73049999999998,208.8,863.6525,160
957,0.170265817176226,0.9719999999999999,95.0,195.0,195.0,330.3197969543147,169.035,209.8,845.175,160
958,0.17162507631951282,0.985,97.0,195.0,195.0,330.3197969543147,170.01999999999998,210.8,850.1,160
959,0.15204364617302338,0.985,97.0,195.0,195.0,330.3197969543147,171.00500000000002,211.8,855.025,160
960,0.1520452713107211,0.9897435897435898,97.0,196.0,196.0,330.17171717171715,171.28000000000003,212.8,856.4,165
961,0.15710004925311485,0.9897435897435898,97.0,196.0,196.0,330.17171717171715,172.26974358974357,213.8,861.348717948718,165
962,0.15452654857472037,0.9897435897435898,97.0,196.0,196.0,330.17171717171715,173.25948717948717,214.8,866.2974358974359,165
963,0.15216931609508652,0.9897435897435898,97.0,197.0,197.0,330.17171717171715,174.2492307692308,215.8,871.2461538461539,165
964,0.15525988149331085,0.9897435897435898,97.0,197.0,197.0,330.17171717171715,175.2389743589744,216.8,876.1948717948718,165
965,0.15323660341606202,0.99,98.0,197.0,197.0,330.17171717171715,175.41500000000002,217.8,877.075,165
966,0.15204962228613633,0.99,98.0,197.0,197.0,332.265,176.40500000000003,218.8,882.025,165
967,0.15071362743983235,0.99,98.0,198.0,198.0,332.265,177.39499999999998,219.8,886.975,165
968,0.14880675978844712,0.99,98.0,198.0,198.0,332.265,178.385,220.8,891.925,165
969,0.14944241380298237,0.99,98.0,198.0,198.0,332.265,179.375,221.8,896.875,165
970,0.1482017274722709,0.99,98.0,198.0,198.0,332.265,180.365,222.8,901.825,165
971,0.15394123318479588,0.99,98.0,198.0,198.0,332.265,181.35500000000002,223.8,906.775,165
972,0.1292657432725344,0.99,98.0,198.0,198.0,332.1542288557214,182.34499999999997,224.8,911.725,165
973,0.11540585811731112,0.99,98.0,198.0,198.0,332.1542288557214,183.33499999999998,225.8,916.675,165
974,0.09100279308934771,0.99,98.0,198.0,198.0,332.1542288557214,184.325,226.8,921.625,165
975,0.09182915917000113,0.9776735459662289,98.0,198.0,198.0,332.1542288557214,183.24232645403376,227.8,916.2116322701688,165
976,0.0862329027651663,0.9825515947467167,99.0,199.0,199.0,332.0,182.75658536585365,228.8,913.7829268292683,165
977,0.09742607889287935,0.9823076923076923,98.0,199.0,199.0,332.9950738916256,183.02730769230772,229.8,915.1365384615384,165
978,0.11143986914696617,0.9823076923076923,98.0,199.0,199.0,332.9950738916256,182.5246153846154,230.8,912.623076923077,165
979,0.13760401920276127,0.9823076923076923,98.0,199.0,199.0,332.9950738916256,183.50692307692307,231.8,917.5346153846153,165
980,0.14512808083504253,0.9823076923076923,98.0,199.0,199.0,332.9950738916256,184.4892307692308,232.8,922.4461538461538,165
981,0.17307512144494203,0.9823076923076923,98.0,200.0,200.0,332.9950738916256,185.47153846153847,233.8,927.3576923076923,165
982,0.19149030256471472,0.9873076923076922,99.0,201.0,201.0,334.53921568627453,186.45884615384617,234.8,932.2942307692308,165
983,0.2005621475696988,0.9873076923076922,98.0,202.0,202.0,334.53921568627453,184.18615384615387,219.5,920.9307692307692,165
984,0.36756738678646156,0.9373076923076923,98.0,202.0,202.0,335.7170731707317,167.63929487179487,145.25,838.1964743589743,165
985,0.3778272925859841,0.9248076923076922,97.0,203.0,203.0,335.7170731707317,168.5641025641026,146.0,842.8205128205128,165
986,0.2583646344324734,0.9748076923076923,98.0,204.0,204.0,335.6019417475728,169.53891025641025,147.0,847.6945512820513,165
987,0.3080691309325635,0.9748076923076923,98.0,204.0,204.0,335.6019417475728,170.51371794871795,148.0,852.5685897435898,165
988,0.3104278844257303,0.9749296435272046,98.0,204.0,204.0,335.47342995169083,160.58311913696062,98.33333333333333,802.915595684803,165
989,0.34181977602096203,0.9700515947467168,97.0,204.0,204.0,335.47342995169083,161.55317073170733,99.33333333333333,807.7658536585366,165
990,0.34835562074452076,0.9700515947467168,97.0,204.0,204.0,335.3701923076923,162.523222326454,100.33333333333333,812.6161116322702,170
991,0.2808272374259875,0.9702838827838829,98.0,204.0,204.0,335.3701923076923,162.74437728937727,101.33333333333333,813.7218864468864,170
992,0.25120168696737527,0.9648658536585366,95.0,204.0,204.0,335.4736842105263,161.97010975609754,102.33333333333333,809.8505487804878,170
993,0.25643826334871195,0.9556666666666667,91.0,205.0,205.0,335.44761904761907,160.31028571428573,103.33333333333333,801.5514285714286,170
994,0.2499748167165381,0.9562820512820513,92.0,206.0,206.0,335.34123222748815,159.97210622710622,104.33333333333333,799.8605311355311,170
995,0.2755004385689153,0.961923076923077,92.0,207.0,207.0,335.34123222748815,160.9340293040293,105.33333333333333,804.6701465201465,170
996,0.3196485026357986,0.961923076923077,91.0,207.0,207.0,336.12264150943395,160.31880952380953,106.33333333333333,801.5940476190476,170
997,0.3213165600972566,0.961923076923077,91.0,210.0,210.0,336.12264150943395,161.28073260073262,107.33333333333333,806.403663003663,170
998,0.3047693511785585,0.961923076923077,91.0,210.0,210.0,336.12264150943395,162.2426556776557,108.33333333333333,811.2132783882784,170
999,0.2703946649502694,0.974859287054409,94.0,211.0,211.0,336.12264150943395,162.43544179397836,109.33333333333333,812.1772089698919,170
1000,0.2773157221197432,0.974859287054409,94.0,212.0,212.0,336.12264150943395,163.41030108103277,110.33333333333333,817.051505405164,170
1001,0.2796213105653137,0.974859287054409,94.0,212.0,212.0,336.0,164.38516036808718,111.33333333333333,821.9258018404361,170
1002,0.27172428239718294,0.9804232804232804,97.0,212.0,212.0,336.0,163.35502645502646,112.33333333333333,816.7751322751323,170
1003,0.29968607672623776,0.9682539682539681,95.0,212.0,212.0,336.0,164.3232804232804,113.33333333333333,821.6164021164021,170
1004,0.3067888377971522,0.9682539682539681,95.0,212.0,212.0,336.0,165.29153439153438,114.33333333333333,826.457671957672,170
1005,0.33700452364652944,0.9682539682539681,95.0,212.0,212.0,336.0,162.5968253968254,115.33333333333333,812.984126984127,170
1006,0.37561764004417464,0.9513227513227512,92.0,212.0,212.0,337.3644859813084,162.66719576719575,116.33333333333333,813.3359788359788,170
1007,0.4475522265604729,0.9465608465608465,91.0,213.0,213.0,337.3644859813084,162.93280423280422,117.33333333333333,814.6640211640212,170
1008,0.4815836633545592,0.9459801264679314,90.0,213.0,213.0,337.3644859813084,163.90375532326752,118.33333333333333,819.5187766163376,170
1009,0.5371862153570415,0.9465608465608465,91.0,213.0,213.0,337.3644859813084,164.14973544973546,119.33333333333333,820.7486772486773,170
1010,0.5631749056961666,0.9459801264679314,90.0,213.0,213.0,337.3644859813084,165.79571557620338,120.33333333333333,828.9785778810169,170
1011,0.6100731755716398,0.9459801264679314,90.0,213.0,213.0,337.3644859813084,166.7416957026713,121.33333333333333,833.7084785133566,170
1012,0.6461366797435942,0.9459801264679314,90.0,213.0,213.0,337.3644859813084,167.68767582913924,122.33333333333333,838.4383791456962,170
1013,0.6451883184368704,0.9503703703703703,90.0,213.0,213.0,337.3644859813084,169.38621693121695,123.33333333333333,846.9310846560846,170
1014,0.6363662226358333,0.9503703703703703,90.0,213.0,213.0,338.2139534883721,170.33658730158731,124.33333333333333,851.6829365079366,170
1015,0.5772209348904209,0.9503703703703703,90.0,214.0,214.0,338.2139534883721,171.28695767195768,125.33333333333333,856.4347883597884,170
1016,0.515585606809351,0.9503703703703703,90.0,214.0,214.0,338.2139534883721,172.23732804232804,126.33333333333333,861.1866402116402,170
1017,0.47352389258640815,0.9503703703703703,90.0,214.0,214.0,338.2139534883721,173.1876984126984,127.33333333333333,865.938492063492,170
1018,0.4617191470002287,0.9627777777777778,92.0,214.0,214.0,338.05555555555554,174.15047619047618,128.33333333333334,870.752380952381,170
1019,0.4481290974769675,0.9627777777777778,92.0,214.0,214.0,338.05555555555554,175.11325396825396,129.33333333333334,875.5662698412699,170
1020,0.4583930331036011,0.9627777777777778,92.0,215.0,215.0,338.05555555555554,176.07603174603173,130.33333333333334,880.3801587301588,175
1021,0.4551890862988399,0.9627777777777778,92.0,215.0,215.0,338.05555555555554,177.03880952380956,131.33333333333334,885.1940476190476,175
1022,0.45608088581310946,0.9627777777777778,92.0,215.0,215.0,337.9078341013825,178.00158730158734,132.33333333333334,890.0079365079365,175
1023,0.43251923117149377,0.9627777777777778,92.0,216.0,216.0,337.9078341013825,178.9643650793651,133.33333333333334,894.8218253968255,175
1024,0.41919768056709755,0.9627777777777778,92.0,216.0,216.0,337.9078341013825,179.92714285714288,134.33333333333334,899.6357142857144,175
1025,0.44331988244158194,0.9615384615384615,90.0,216.0,216.0,338.0366972477064,179.19816849816849,135.33333333333334,895.9908424908425,175
1026,0.47460347133175096,0.9526153846153846,88.0,216.0,216.0,338.09589041095893,171.32463003663003,136.33333333333334,856.6231501831502,175
1027,0.5151014893776906,0.9394871794871795,85.0,216.0,216.0,338.00454545454545,165.43367032967032,137.33333333333334,827.1683516483516,175
1028,0.5118368562630649,0.9263589743589744,83.0,216.0,216.0,338.00454545454545,163.3274139194139,138.33333333333334,816.6370695970696,175
1029,0.5110728396071321,0.9132307692307691,80.0,217.0,217.0,339.2072072072072,160.04533333333333,139.33333333333334,800.2266666666667,175
1030,0.5577249391846882,0.8978461538461537,79.0,219.0,219.0,339.2072072072072,156.27487179487179,140.33333333333334,781.374358974359,175
1031,0.5717334735761549,0.8847179487179488,77.0,219.0,219.0,339.2072072072072,154.84902564102563,141.33333333333334,774.2451282051283,175
1032,0.5158502415814477,0.9001025641025642,77.0,220.0,220.0,339.2072072072072,157.0862051282051,142.33333333333334,785.4310256410256,175
1033,0.5234885485865115,0.899157894736842,76.0,220.0,220.0,340.375,155.13168421052632,143.33333333333334,775.6584210526316,175
1034,0.5217512217648556,0.899157894736842,76.0,220.0,220.0,340.375,156.03084210526316,144.33333333333334,780.1542105263158,175
1035,0.5015164161850105,0.899157894736842,76.0,220.0,220.0,340.375,156.93,145.33333333333334,784.65,175
1036,0.47746023081129063,0.9124210526315789,78.0,220.0,220.0,340.23555555555555,157.84242105263158,146.33333333333334,789.2121052631579,175
1037,0.47560601165253236,0.9256842105263157,80.0,220.0,220.0,340.23555555555555,158.7681052631579,147.33333333333334,793.8405263157895,175
1038,0.4596973166951018,0.9256842105263157,80.0,220.0,220.0,340.23555555555555,159.6937894736842,148.33333333333334,798.468947368421,175
1039,0.4221927235448078,0.9383783783783783,81.0,220.0,220.0,340.3053097345133,159.61637837837839,149.33333333333334,798.0818918918919,175
1040,0.36484304573413173,0.9517837837837838,83.0,220.0,220.0,340.1674008810573,160.56816216216217,150.33333333333334,802.8408108108108,175
1041,0.3071998093604539,0.9651891891891893,85.0,221.0,221.0,340.1674008810573,161.53335135135134,151.33333333333334,807.6667567567567,175
1042,0.2709179673597893,0.9651891891891893,85.0,222.0,222.0,340.1674008810573,162.49854054054055,152.33333333333334,812.4927027027027,175
1043,0.2395048079645362,0.9651891891891893,85.0,223.0,223.0,340.1674008810573,163.46372972972972,153.33333333333334,817.3186486486486,175
1044,0.2356435536892393,0.9785945945945945,87.0,223.0,223.0,340.1674008810573,164.44232432432432,154.33333333333334,822.2116216216216,175
1045,0.2378799483860464,0.9784444444444444,86.0,223.0,223.0,340.1674008810573,164.37977777777778,155.33333333333334,821.8988888888889,175
1046,0.24814827013397567,0.9728888888888889,85.0,223.0,223.0,340.1674008810573,163.69155555555557,156.33333333333334,818.4577777777778,175
1047,0.25772769525068706,0.9728888888888889,85.0,223.0,223.0,340.1674008810573,164.66444444444443,157.33333333333334,823.3222222222222,175
1048,0.23590203515653257,0.9782857142857143,85.0,223.0,223.0,339.86899563318775,166.22542857142858,158.33333333333334,831.1271428571429,175
1049,0.23807066938873273,0.9782857142857143,85.0,224.0,224.0,341.38260869565215,167.20371428571428,159.33333333333334,836.0185714285715,175
1050,0.23632891146166513,0.9782857142857143,85.0,225.0,225.0,341.38260869565215,168.182,160.33333333333334,840.91,180
1051,0.2300494287928883,0.9781176470588235,84.0,225.0,225.0,341.38260869565215,168.0295294117647,161.33333333333334,840.1476470588235,180
1052,0.23770749020616294,0.9722352941176471,83.0,225.0,225.0,341.38260869565215,167.24882352941177,162.33333333333334,836.2441176470588,180
1053,0.22575899782509873,0.9722352941176471,83.0,225.0,225.0,341.38260869565215,168.2210588235294,163.33333333333334,841.1052941176471,180
1054,0.20935104159054455,0.9722352941176471,83.0,226.0,226.0,341.2077922077922,166.78529411764706,164.33333333333334,833.9264705882352,180
1055,0.17527290539845847,0.9642352941176471,82.0,226.0,226.0,341.2077922077922,167.7495294117647,165.33333333333334,838.7476470588235,180
1056,0.17960883315876824,0.9781176470588235,84.0,227.0,227.0,341.2077922077922,168.72764705882352,166.33333333333334,843.6382352941176,180
1057,0.14904114584718395,0.9781176470588235,84.0,229.0,229.0,341.2077922077922,169.70576470588236,167.33333333333334,848.5288235294117,180
1058,0.15484853486784433,0.9781176470588235,84.0,229.0,229.0,341.2077922077922,170.6838823529412,168.33333333333334,853.419411764706,180
1059,0.15178261474702387,0.9781176470588235,84.0,229.0,229.0,341.2077922077922,171.66199999999998,169.33333333333334,858.3100000000001,180
1060,0.15299229988635213,0.9861176470588235,85.0,229.0,229.0,341.2077922077922,172.64811764705883,170.33333333333334,863.2405882352941,180
1061,0.1509625058263579,0.9861176470588235,85.0,229.0,229.0,341.2077922077922,173.63423529411767,171.33333333333334,868.1711764705883,180
1062,0.12325377545696012,0.9861176470588235,85.0,229.0,229.0,341.2077922077922,174.62035294117646,172.33333333333334,873.1017647058824,180
1063,0.08393477574557043,0.9861176470588235,85.0,230.0,230.0,342.0991379310345,175.60647058823528,173.33333333333334,878.0323529411764,180
1064,0.07423467071662648,0.9861176470588235,85.0,231.0,231.0,342.0991379310345,176.59258823529413,174.33333333333334,882.9629411764706,180
1065,0.036916252836593354,0.9857843137254904,84.0,231.0,231.0,341.9828326180257,175.87303921568628,175.33333333333334,879.3651960784314,180
1066,0.022060374403079133,0.9774509803921567,83.0,231.0,231.0,341.9828326180257,175.7171568627451,176.33333333333334,878.5857843137255,180
1067,0.03809581854417232,0.9916666666666668,85.0,231.0,231.0,341.9828326180257,176.70882352941177,177.33333333333334,883.5441176470589,180
1068,0.002771239521421056,0.9916666666666668,85.0,231.0,231.0,341.9828326180257,177.70049019607845,178.33333333333334,888.5024509803922,180
1069,0.0013993249388074623,0.9916666666666668,85.0,231.0,231.0,341.9828326180257,178.6921568627451,179.33333333333334,893.4607843137255,180
1070,0.0002462135294801254,1.0,86.0,231.0,231.0,341.9828326180257,179.6921568627451,180.33333333333334,898.4607843137255,180
1071,4.275954866757874e-05,1.0,86.0,231.0,231.0,341.9828326180257,180.6921568627451,181.33333333333334,903.4607843137255,180
1072,6.286682486052136e-06,1.0,86.0,231.0,231.0,341.9828326180257,181.6921568627451,182.33333333333334,908.4607843137255,180
1073,2.28061459104551e-06,1.0,86.0,231.0,231.0,341.88034188034186,182.6921568627451,183.33333333333334,913.4607843137255,180
1074,0.0,1.0,86.0,231.0,231.0,341.88034188034186,183.6921568627451,184.33333333333334,918.4607843137255,180
1075,0.0,1.0,86.0,231.0,231.0,341.88034188034186,184.6921568627451,185.33333333333334,923.4607843137255,180
1076,0.0,1.0,85.0,231.0,231.0,341.72340425531917,174.22549019607845,129.0,871.1274509803922,180
1077,0.0,1.0,85.0,231.0,231.0,341.8101265822785,175.22549019607845,130.0,876.1274509803922,180
1078,0.0,1.0,85.0,233.0,233.0,341.8101265822785,176.22549019607845,131.0,881.1274509803922,180
1079,0.0,1.0,85.0,234.0,234.0,340.8109243697479,177.22549019607845,132.0,886.1274509803922,180
1080,0.0,1.0,85.0,235.0,235.0,340.8109243697479,178.22549019607845,133.0,891.1274509803922,185
1081,0.0,1.0,85.0,235.0,235.0,340.97489539748955,179.22549019607845,134.0,896.1274509803922,185
1082,0.0,1.0,85.0,236.0,236.0,340.97489539748955,180.22549019607845,135.0,901.1274509803922,185
1083,0.0,1.0,85.0,236.0,236.0,340.97489539748955,181.22549019607845,136.0,906.1274509803922,185
1084,0.0,1.0,85.0,236.0,236.0,340.97489539748955,182.22549019607845,137.0,911.1274509803922,185
1085,0.0,1.0,85.0,236.0,236.0,340.97489539748955,183.22549019607845,138.0,916.1274509803922,185
1086,0.0,1.0,85.0,236.0,236.0,340.97489539748955,184.22549019607845,139.0,921.1274509803922,185
1087,0.0,1.0,85.0,237.0,237.0,340.97489539748955,185.22549019607845,140.0,926.1274509803922,185
1088,0.0,1.0,85.0,237.0,237.0,340.97489539748955,186.22549019607845,141.0,931.1274509803922,185
1089,0.0,1.0,84.0,237.0,237.0,340.97489539748955,186.97852049910875,142.0,934.8926024955437,185
1090,0.0355869642784819,0.9818181818181818,83.0,237.0,237.0,340.89166666666665,183.28761140819967,143.0,916.4380570409983,185
1091,0.06358453468800608,0.9818181818181818,83.0,238.0,238.0,340.89166666666665,184.26942959001784,144.0,921.3471479500892,185
1092,0.1028178519006833,0.9818181818181818,83.0,238.0,238.0,340.89166666666665,185.251247771836,145.0,926.25623885918,185
1093,0.020999670082501466,0.9818181818181818,83.0,238.0,238.0,340.89166666666665,186.2330659536542,146.0,931.1653297682709,185
